result
"[35, {22: 5.450462072021959}, [22, 11, 69, 49, 62, 12, 56, 38, 14, 3]]"
"[36, {27: 4.075702858940783}, [27, 54, 29, 28, 94, 1, 5, 89, 93, 47]]"
"[37, {11: 7.372374805903597}, [11, 14, 36, 48, 34, 26, 69, 39, 50, 56]]"
"[38, {49: 4.127847863892086}, [49, 27, 42, 31, 19, 45, 38, 70, 10, 20]]"
"[39, {36: 4.052691957342519}, [36, 27, 78, 89, 91, 22, 45, 96, 31, 60]]"
"[40, {36: 2.680289313835066}, [36, 68, 49, 35, 54, 47, 69, 90, 5, 23]]"
"[41, {31: 4.418321758038633}, [31, 65, 62, 68, 26, 56, 18, 22, 4, 38]]"
"[42, {50: 5.490530184608886}, [50, 21, 14, 80, 34, 18, 37, 81, 100, 72]]"
"[43, {65: 6.604578251661557}, [65, 53, 27, 69, 2, 72, 66, 38, 47, 17]]"
"[44, {65: 4.222591628169178}, [65, 35, 54, 46, 61, 5, 76, 25, 8, 3]]"
"[45, {47: 8.085436627013802}, [47, 66, 54, 11, 6, 76, 20, 2, 94, 91]]"
"[46, {29: 6.552100054466951}, [29, 50, 35, 36, 10, 11, 46, 98, 25, 55]]"
"[47, {21: 8.744180298898033}, [21, 12, 42, 27, 41, 46, 59, 60, 55, 20]]"
"[48, {29: 3.5936271177906995}, [29, 65, 26, 69, 89, 45, 68, 83, 92, 30]]"
"[49, {1: 2.464489217931123}, [1, 29, 10, 54, 3, 6, 63, 25, 40, 39]]"
"[50, {42: 2.1089214474985396}, [42, 65, 87, 96, 100, 82, 99, 51, 17, 33]]"
"[51, {61: 5.6888772555971645}, [61, 55, 89, 66, 83, 38, 65, 45, 1, 81]]"
"[52, {56: 3.439195570307268}, [56, 45, 25, 63, 51, 33, 71, 89, 93, 88]]"
"[53, {36: 3.016175052794798}, [36, 53, 62, 31, 20, 33, 89, 35, 54, 27]]"
"[54, {79: 2.5453992408530275}, [79, 66, 26, 75, 70, 35, 25, 34, 1, 40]]"
"[55, {29: 5.400246391264975}, [29, 2, 35, 65, 31, 10, 25, 22, 17, 80]]"
"[56, {54: 2.773140188567334}, [54, 50, 27, 10, 69, 2, 43, 20, 37, 100]]"
"[57, {61: 3.3744975514667304}, [61, 48, 26, 98, 76, 47, 100, 40, 11, 55]]"
"[58, {10: 1.9559844021193356}, [10, 48, 18, 63, 2, 56, 52, 7, 17, 89]]"
"[59, {53: -0.3983214107471821}, [53, 35, 76, 7, 93, 66, 83, 81, 87, 55]]"
"[60, {66: 7.385926469022213}, [66, 54, 39, 68, 25, 11, 45, 2, 86, 18]]"
"[61, {35: 7.594325161200151}, [35, 67, 9, 25, 34, 21, 41, 47, 7, 58]]"
"[62, {56: 4.816914380370072}, [56, 21, 47, 68, 39, 45, 28, 97, 83, 40]]"
"[63, {42: 6.464682470172487}, [42, 27, 50, 36, 32, 56, 90, 14, 54, 61]]"
"[64, {32: 2.9141371025950624}, [32, 66, 35, 31, 80, 47, 81, 1, 92, 97]]"
"[65, {47: 1.6401113825630311}, [47, 62, 26, 45, 67, 48, 41, 90, 8, 25]]"
"[66, {49: 5.607135092965129}, [49, 47, 46, 65, 14, 19, 34, 25, 23, 10]]"
"[67, {50: 0.9630489524301753}, [50, 62, 31, 49, 65, 18, 47, 3, 40, 22]]"
"[68, {51: 4.877796420027575}, [51, 65, 12, 21, 6, 9, 45, 2, 46, 67]]"
"[69, {98: -0.6114987841692616}, [98, 56, 66, 5, 61, 13, 2, 63, 81, 83]]"
"[70, {28: 2.3144628792953092}, [28, 56, 18, 45, 8, 6, 33, 89, 93, 88]]"
"[71, {31: 6.11469938347029}, [31, 65, 73, 78, 89, 85, 48, 96, 25, 99]]"
"[72, {61: -0.19727314832575274}, [61, 12, 35, 63, 31, 42, 1, 34, 23, 21]]"
"[73, {55: 0.15154803009723405}, [55, 60, 67, 8, 38, 97, 76, 48, 66, 69]]"
"[74, {45: 10.0}, [45, 42, 35, 59, 49, 38, 68, 51, 21, 67]]"
"[75, {53: 5.788226084463282}, [53, 35, 69, 47, 12, 94, 46, 39, 48, 38]]"
"[76, {32: 2.492382469756783}, [32, 48, 47, 56, 8, 45, 19, 21, 5, 13]]"
"[77, {79: 6.530540287154531}, [79, 89, 96, 6, 97, 21, 30, 34, 19, 84]]"
"[78, {6: 5.602288595401729}, [6, 50, 66, 45, 19, 46, 5, 8, 100, 73]]"
"[79, {28: 5.128084987589704}, [28, 93, 62, 95, 18, 9, 92, 23, 47, 70]]"
"[80, {46: 0.1769018968221034}, [46, 10, 7, 61, 8, 55, 64, 15, 89, 11]]"
"[81, {34: 2.0398000391443274}, [34, 39, 89, 76, 72, 11, 83, 14, 66, 93]]"
"[82, {53: 3.7024578139222593}, [53, 69, 65, 42, 36, 47, 61, 7, 85, 17]]"
"[83, {78: 3.0345108764895916}, [78, 83, 100, 27, 73, 28, 69, 90, 20, 10]]"
"[84, {9: 4.175120145913635}, [9, 38, 29, 60, 23, 41, 66, 15, 34, 43]]"
"[85, {54: 6.921711979152764}, [54, 68, 53, 69, 46, 65, 71, 5, 20, 17]]"
"[86, {69: 3.8208520991258617}, [69, 19, 97, 48, 26, 25, 34, 31, 14, 59]]"
"[87, {73: 6.644244845910935}, [73, 27, 89, 48, 100, 51, 86, 79, 74, 61]]"
"[88, {53: 4.339874676602634}, [53, 54, 49, 35, 68, 6, 47, 39, 28, 87]]"
"[89, {31: -0.5134306318642979}, [31, 68, 3, 46, 16, 70, 52, 41, 89, 88]]"
"[90, {28: 5.622156649999729}, [28, 29, 90, 82, 39, 31, 50, 65, 25, 91]]"
"[91, {62: 4.352672601807327}, [62, 32, 28, 48, 21, 41, 14, 1, 40, 8]]"
"[92, {49: 3.926358646117662}, [49, 19, 42, 56, 26, 46, 45, 43, 30, 3]]"
"[93, {36: 1.9071391404800186}, [36, 35, 32, 53, 68, 66, 38, 23, 31, 48]]"
"[94, {47: 5.628965455857243}, [47, 55, 28, 27, 48, 59, 63, 33, 20, 15]]"
"[95, {35: 7.184233689368107}, [35, 45, 89, 49, 1, 60, 65, 82, 70, 86]]"
"[96, {62: 3.3790592024862476}, [62, 68, 30, 36, 60, 24, 57, 46, 65, 29]]"
"[97, {32: 5.659950527486961}, [32, 54, 62, 29, 6, 1, 35, 68, 87, 38]]"
"[98, {27: 4.071596604771435}, [27, 35, 31, 66, 29, 69, 61, 21, 56, 1]]"
"[99, {90: 3.00285873059991}, [90, 28, 72, 40, 19, 99, 12, 52, 60, 3]]"
"[100, {89: -0.059487513045809015}, [89, 50, 65, 31, 68, 49, 62, 26, 60, 67]]"
"[101, {68: 6.548236384898324}, [68, 27, 65, 61, 11, 6, 70, 31, 14, 5]]"
"[102, {27: 3.831515756165536}, [27, 35, 54, 8, 7, 21, 34, 42, 14, 100]]"
"[103, {18: 1.7326955417579066}, [18, 50, 15, 53, 37, 29, 67, 69, 59, 13]]"
"[104, {17: -1.5826506462419205}, [17, 52, 35, 49, 55, 10, 62, 70, 45, 24]]"
"[105, {17: -1.4014772055114904}, [17, 69, 8, 54, 27, 13, 55, 16, 89, 76]]"
"[106, {65: 7.045399541232565}, [65, 36, 29, 6, 12, 39, 48, 40, 52, 45]]"
"[107, {10: 4.856686582954696}, [10, 22, 35, 38, 69, 5, 62, 43, 3, 6]]"
"[108, {49: 0.29746433123412497}, [49, 66, 47, 32, 48, 6, 35, 39, 40, 30]]"
"[109, {22: 5.720454341456483}, [22, 9, 42, 36, 12, 11, 27, 6, 97, 17]]"
"[110, {62: 8.58466584983237}, [62, 95, 20, 38, 6, 64, 70, 66, 61, 75]]"
"[111, {36: 1.865003785109764}, [36, 35, 76, 69, 83, 65, 42, 21, 28, 38]]"
"[112, {35: 7.124173427793751}, [35, 53, 62, 31, 38, 45, 48, 23, 8, 37]]"
"[113, {21: 0.6617710554501943}, [21, 26, 52, 48, 19, 68, 20, 15, 81, 91]]"
"[114, {69: 2.9692169541009363}, [69, 29, 21, 56, 26, 92, 39, 8, 13, 89]]"
"[115, {55: 4.35135215726733}, [55, 11, 40, 21, 1, 62, 69, 7, 68, 6]]"
"[116, {53: 3.835714623203244}, [53, 36, 14, 56, 66, 83, 12, 8, 7, 91]]"
"[117, {54: 2.758696184605934}, [54, 66, 81, 21, 15, 89, 91, 38, 97, 88]]"
"[118, {29: 4.249511827191629}, [29, 36, 46, 65, 32, 14, 12, 42, 49, 7]]"
"[119, {100: 8.941285426053177}, [100, 98, 52, 5, 29, 81, 83, 78, 35, 76]]"
"[120, {56: 1.2736153217177308}, [56, 48, 2, 8, 20, 18, 7, 15, 61, 54]]"
"[121, {50: 7.824741502812449}, [50, 35, 22, 12, 66, 38, 72, 40, 100, 85]]"
"[122, {72: 5.676427082187548}, [72, 89, 26, 78, 47, 69, 73, 98, 63, 5]]"
"[123, {32: -0.2819275050122636}, [32, 65, 47, 21, 15, 13, 18, 8, 5, 89]]"
"[124, {49: 4.751149106195534}, [49, 61, 93, 54, 98, 72, 14, 96, 90, 25]]"
"[125, {27: -0.7408895674388506}, [27, 78, 5, 51, 76, 81, 89, 72, 98, 87]]"
"[126, {50: 3.1820679262746583}, [50, 42, 26, 32, 69, 36, 12, 10, 28, 45]]"
"[127, {21: -1.715063714865017}, [21, 61, 68, 55, 5, 22, 40, 23, 33, 89]]"
"[128, {27: 3.8670404907764255}, [27, 61, 56, 13, 6, 12, 19, 58, 29, 35]]"
"[129, {34: 5.108199353005903}, [34, 2, 45, 64, 35, 47, 21, 70, 43, 27]]"
"[130, {54: 3.4295502579616928}, [54, 47, 66, 49, 92, 63, 56, 37, 43, 52]]"
"[131, {47: 5.665087297147268}, [47, 65, 46, 69, 26, 21, 100, 6, 90, 34]]"
"[132, {54: 3.7852459329112866}, [54, 56, 49, 36, 27, 61, 2, 48, 28, 23]]"
"[133, {84: 5.451056986096224}, [84, 82, 87, 97, 25, 22, 81, 32, 83, 29]]"
"[134, {23: 4.9464283355749155}, [23, 10, 20, 48, 60, 45, 1, 12, 71, 15]]"
"[135, {46: 7.227487809048714}, [46, 38, 54, 49, 50, 60, 31, 23, 16, 15]]"
"[136, {92: 6.412713181192238}, [92, 22, 62, 70, 36, 80, 29, 6, 73, 93]]"
"[137, {53: 5.860245843350685}, [53, 5, 39, 46, 26, 19, 45, 10, 2, 34]]"
"[138, {19: 5.922598909994533}, [19, 63, 84, 47, 48, 43, 42, 34, 3, 51]]"
"[139, {50: 2.476966061266652}, [50, 42, 39, 3, 57, 60, 13, 89, 83, 72]]"
"[140, {29: 4.489054766478072}, [29, 50, 65, 53, 36, 49, 10, 62, 61, 60]]"
"[141, {10: 2.2504839376493866}, [10, 60, 3, 22, 12, 11, 37, 47, 23, 28]]"
"[142, {35: 2.969241201398559}, [35, 68, 54, 27, 56, 42, 12, 19, 31, 21]]"
"[143, {49: 6.933032097469793}, [49, 29, 69, 28, 66, 36, 45, 13, 17, 15]]"
"[144, {14: 1.7676874700445326}, [14, 61, 69, 66, 15, 83, 89, 81, 72, 76]]"
"[145, {50: 3.75249786301937}, [50, 10, 68, 48, 8, 2, 52, 89, 81, 72]]"
"[146, {62: 6.516514187384801}, [62, 50, 53, 48, 20, 71, 51, 89, 93, 72]]"
"[147, {49: 6.244166401162343}, [49, 54, 62, 35, 28, 26, 66, 22, 56, 69]]"
"[148, {62: -1.410264349292222}, [62, 29, 96, 49, 53, 38, 48, 45, 47, 42]]"
"[149, {50: 6.2543536199273015}, [50, 48, 46, 45, 31, 23, 9, 7, 37, 59]]"
"[150, {21: 5.586407537937136}, [21, 14, 68, 36, 61, 87, 90, 94, 63, 34]]"
"[151, {42: 5.623672124072714}, [42, 14, 12, 53, 29, 36, 31, 46, 10, 69]]"
"[152, {21: 4.0745879589966965}, [21, 34, 56, 28, 77, 46, 18, 2, 72, 14]]"
"[153, {35: 0.845183275632498}, [35, 15, 65, 40, 46, 48, 44, 12, 28, 45]]"
"[154, {62: 7.663687349849794}, [62, 49, 56, 83, 72, 12, 79, 30, 1, 73]]"
"[155, {10: 5.954746651922436}, [10, 1, 50, 27, 31, 86, 88, 9, 3, 61]]"
"[156, {21: 5.08484406821243}, [21, 53, 42, 14, 56, 68, 1, 28, 94, 33]]"
"[157, {49: 0.45967512082954576}, [49, 32, 10, 35, 7, 21, 63, 89, 76, 88]]"
"[158, {49: 0.4148566836126203}, [49, 28, 66, 21, 18, 55, 40, 8, 10, 43]]"
"[159, {100: 5.3763872567125075}, [100, 70, 97, 75, 53, 45, 66, 35, 27, 22]]"
"[160, {73: 9.148108705396663}, [73, 52, 6, 91, 35, 31, 67, 43, 5, 60]]"
"[161, {69: 3.1567823843842935}, [69, 49, 28, 29, 45, 42, 39, 47, 26, 40]]"
"[162, {62: 2.5992645863095682}, [62, 49, 53, 27, 46, 65, 20, 13, 44, 89]]"
"[163, {32: 3.1058968470028354}, [32, 61, 69, 47, 7, 67, 15, 16, 89, 97]]"
"[164, {21: 3.8146033064750986}, [21, 11, 38, 40, 41, 23, 60, 66, 33, 49]]"
"[165, {11: 7.74263167661449}, [11, 12, 65, 50, 31, 48, 42, 46, 39, 38]]"
"[166, {90: 1.088958506307927}, [90, 96, 19, 91, 67, 92, 8, 28, 63, 70]]"
"[167, {89: 4.870285114844395}, [89, 54, 27, 31, 3, 72, 8, 26, 40, 25]]"
"[168, {27: 8.070973723245226}, [27, 36, 48, 68, 49, 22, 42, 14, 93, 63]]"
"[169, {60: 1.8881409665621782}, [60, 38, 31, 46, 49, 48, 43, 53, 5, 28]]"
"[170, {42: 5.647123940768445}, [42, 35, 62, 48, 2, 8, 15, 21, 34, 14]]"
"[171, {36: 5.533698001346201}, [36, 29, 93, 18, 19, 45, 72, 87, 81, 76]]"
"[172, {22: 2.3086001821365802}, [22, 55, 28, 35, 65, 59, 37, 19, 31, 5]]"
"[173, {48: 3.885174449627078}, [48, 28, 63, 41, 5, 8, 20, 16, 89, 69]]"
"[174, {53: 2.2164296623833586}, [53, 61, 34, 62, 28, 10, 65, 89, 87, 100]]"
"[175, {48: 3.391951778934068}, [48, 29, 36, 60, 27, 19, 20, 89, 94, 38]]"
"[176, {69: 7.946915523841329}, [69, 56, 48, 26, 61, 47, 1, 6, 17, 22]]"
"[177, {61: 2.2787591246314167}, [61, 39, 5, 93, 83, 17, 81, 6, 33, 25]]"
"[178, {35: 3.676161939395377}, [35, 49, 56, 48, 8, 7, 73, 38, 17, 89]]"
"[179, {56: 7.099117143056882}, [56, 32, 42, 68, 21, 5, 64, 7, 17, 13]]"
"[180, {26: -0.24237485056992503}, [26, 38, 13, 89, 72, 76, 93, 88, 80, 78]]"
"[181, {27: 4.537079498938391}, [27, 50, 31, 62, 61, 69, 5, 52, 7, 8]]"
"[182, {21: -3.5129396265905255}, [21, 23, 62, 65, 49, 52, 44, 63, 16, 89]]"
"[183, {29: -3.1704625744972663}, [29, 53, 35, 54, 5, 7, 56, 34, 12, 6]]"
"[184, {2: 5.677257966988079}, [2, 34, 25, 53, 11, 61, 62, 47, 5, 17]]"
"[185, {65: 2.0469562745958747}, [65, 53, 29, 69, 66, 31, 19, 10, 92, 38]]"
"[186, {50: 8.260473154396456}, [50, 61, 49, 21, 54, 27, 53, 39, 36, 12]]"
"[187, {62: 1.7347450378811033}, [62, 27, 68, 54, 53, 56, 31, 28, 7, 34]]"
"[188, {32: -1.4282122351730924}, [32, 7, 36, 65, 19, 68, 31, 28, 89, 76]]"
"[189, {54: 4.014299687850888}, [54, 18, 53, 38, 65, 79, 17, 89, 93, 91]]"
"[190, {68: 3.45749458227902}, [68, 53, 36, 70, 19, 5, 23, 20, 67, 89]]"
"[191, {68: 4.818088024836139}, [68, 32, 70, 61, 38, 50, 12, 56, 18, 31]]"
"[192, {36: 2.5534775820468645}, [36, 54, 49, 25, 27, 62, 6, 65, 51, 4]]"
"[193, {68: 6.057741509373525}, [68, 28, 72, 54, 56, 12, 76, 11, 98, 1]]"
"[194, {54: 7.304547613015023}, [54, 28, 6, 69, 84, 83, 56, 85, 17, 71]]"
"[195, {62: 0.6168361174612583}, [62, 97, 19, 50, 13, 61, 1, 27, 3, 40]]"
"[196, {29: 4.632659394338528}, [29, 89, 61, 48, 28, 93, 87, 88, 21, 42]]"
"[197, {10: 4.446890543570371}, [10, 38, 32, 55, 43, 54, 24, 57, 60, 7]]"
"[198, {55: 1.7770665394310416}, [55, 10, 89, 36, 50, 61, 31, 54, 76, 66]]"
"[199, {53: 6.41620414042571}, [53, 66, 25, 39, 28, 63, 2, 46, 22, 1]]"
"[200, {69: 4.929551644154372}, [69, 70, 52, 11, 25, 63, 18, 23, 8, 13]]"
"[201, {21: 6.735717567560037}, [21, 22, 35, 26, 14, 13, 43, 64, 49, 20]]"
"[202, {32: 7.133573476781411}, [32, 69, 29, 36, 35, 56, 66, 7, 46, 77]]"
"[203, {36: 5.087911916905057}, [36, 29, 2, 62, 56, 63, 64, 89, 88, 87]]"
"[204, {50: 4.027599892569455}, [50, 29, 3, 32, 69, 13, 25, 63, 19, 33]]"
"[205, {65: 4.91627712289427}, [65, 83, 42, 27, 85, 79, 93, 51, 95, 61]]"
"[206, {65: 3.895327266167632}, [65, 8, 28, 18, 17, 20, 42, 38, 1, 89]]"
"[207, {8: 3.5041227809915463}, [8, 60, 48, 86, 36, 82, 71, 85, 40, 23]]"
"[208, {67: 5.051334068114031}, [67, 21, 88, 50, 56, 46, 12, 87, 96, 69]]"
"[209, {56: 3.1516835293899224}, [56, 36, 47, 46, 45, 21, 23, 39, 5, 59]]"
"[210, {62: 9.647513426089997}, [62, 68, 85, 21, 48, 72, 69, 73, 84, 80]]"
"[211, {27: 3.600742535286566}, [27, 65, 42, 31, 46, 38, 1, 25, 68, 67]]"
"[212, {1: 1.9117122878055226}, [1, 27, 36, 50, 72, 64, 83, 85, 38, 6]]"
"[213, {53: 5.135145088614552}, [53, 35, 69, 66, 49, 52, 26, 39, 48, 22]]"
"[214, {32: 4.315927935842264}, [32, 39, 21, 6, 7, 70, 34, 30, 67, 9]]"
"[215, {35: 0.9908711787047271}, [35, 53, 18, 65, 14, 89, 93, 94, 88, 95]]"
"[216, {54: 6.322643190485334}, [54, 61, 35, 36, 29, 21, 6, 12, 3, 25]]"
"[217, {21: -2.8645997827533827}, [21, 61, 46, 67, 66, 70, 49, 24, 48, 7]]"
"[218, {50: 2.8464093222671685}, [50, 27, 55, 23, 36, 10, 26, 43, 68, 31]]"
"[219, {11: 5.767681487470865}, [11, 21, 40, 54, 48, 59, 63, 57, 58, 16]]"
"[220, {52: 4.054006839780025}, [52, 6, 62, 23, 69, 17, 28, 7, 57, 55]]"
"[221, {80: 4.438296147141272}, [80, 61, 42, 12, 5, 35, 17, 56, 92, 88]]"
"[222, {93: 2.699261795145916}, [93, 36, 61, 62, 97, 91, 85, 80, 90, 48]]"
"[223, {36: 5.023929635545862}, [36, 11, 65, 54, 69, 66, 42, 61, 10, 12]]"
"[224, {27: 2.0520930967460895}, [27, 32, 53, 62, 66, 65, 48, 3, 15, 89]]"
"[225, {62: 2.9850172658121226}, [62, 50, 68, 36, 78, 81, 29, 5, 8, 20]]"
"[226, {35: 4.6079199478581625}, [35, 48, 21, 26, 66, 23, 34, 2, 76, 13]]"
"[227, {29: 5.335356039963155}, [29, 56, 12, 10, 31, 22, 42, 41, 39, 18]]"
"[228, {7: 5.969409329392056}, [7, 38, 44, 3, 22, 24, 17, 36, 58, 48]]"
"[229, {62: 5.007822682657885}, [62, 97, 23, 93, 22, 49, 35, 10, 78, 6]]"
"[230, {29: 5.7048204116511645}, [29, 50, 76, 100, 93, 97, 56, 14, 83, 12]]"
"[231, {29: 7.753394874056779}, [29, 36, 61, 31, 56, 26, 88, 13, 15, 72]]"
"[232, {68: 2.452114224539721}, [68, 66, 56, 85, 23, 89, 54, 72, 82, 88]]"
"[233, {78: 6.763849056333605}, [78, 35, 61, 38, 72, 76, 95, 70, 96, 99]]"
"[234, {50: 3.3868318697777466}, [50, 68, 69, 28, 26, 46, 20, 89, 72, 11]]"
"[235, {21: 3.809354890582281}, [21, 34, 51, 25, 22, 12, 69, 6, 17, 18]]"
"[236, {22: 8.305024769343055}, [22, 21, 12, 27, 56, 52, 39, 36, 53, 31]]"
"[237, {27: 5.099951168384878}, [27, 61, 46, 40, 56, 91, 5, 33, 43, 4]]"
"[238, {69: -0.48328706827837875}, [69, 36, 32, 66, 22, 17, 40, 13, 53, 100]]"
"[239, {61: 6.236446661125769}, [61, 68, 29, 14, 48, 28, 70, 11, 25, 9]]"
"[240, {94: 7.612576209692142}, [94, 80, 77, 74, 81, 35, 68, 30, 61, 52]]"
"[241, {55: 1.7116200777210646}, [55, 11, 35, 65, 1, 60, 20, 18, 99, 22]]"
"[242, {81: 7.41264765714549}, [81, 36, 50, 94, 14, 70, 19, 98, 5, 7]]"
"[243, {50: 4.9206002421716315}, [50, 32, 31, 65, 38, 56, 2, 26, 39, 98]]"
"[244, {50: 1.9468603692821114}, [50, 11, 35, 36, 22, 34, 62, 49, 89, 75]]"
"[245, {21: 4.624844393258827}, [21, 31, 14, 61, 12, 40, 8, 60, 72, 83]]"
"[246, {65: 4.563502770874948}, [65, 62, 42, 68, 6, 47, 26, 39, 95, 79]]"
"[247, {80: 8.70350099682367}, [80, 72, 69, 46, 10, 26, 98, 39, 29, 99]]"
"[248, {29: 4.156918589400598}, [29, 54, 51, 5, 40, 49, 4, 28, 33, 30]]"
"[249, {31: 4.462849821449094}, [31, 49, 32, 56, 2, 38, 96, 13, 16, 6]]"
"[250, {53: 1.4676026022930189}, [53, 61, 5, 48, 21, 1, 42, 10, 15, 89]]"
"[251, {19: -0.8073693972212839}, [19, 87, 38, 35, 5, 42, 65, 89, 90, 84]]"
"[252, {68: 0.641262256069402}, [68, 36, 87, 19, 22, 15, 94, 91, 88, 96]]"
"[253, {12: 2.1389550226189162}, [12, 21, 22, 11, 26, 30, 36, 50, 42, 14]]"
"[254, {56: 4.004479197019956}, [56, 1, 66, 31, 65, 28, 25, 11, 59, 8]]"
"[255, {35: 1.5009986167054006}, [35, 17, 38, 63, 8, 57, 18, 16, 100, 39]]"
"[256, {56: 5.297465037247078}, [56, 36, 32, 49, 28, 60, 64, 37, 42, 43]]"
"[257, {35: 2.2766047933856597}, [35, 53, 61, 1, 19, 76, 45, 3, 55, 16]]"
"[258, {61: 3.758043068686063}, [61, 6, 49, 34, 31, 91, 78, 88, 29, 14]]"
"[259, {21: 4.844435621855432}, [21, 42, 53, 48, 68, 22, 33, 55, 37, 60]]"
"[260, {35: 4.372031777975668}, [35, 53, 26, 38, 63, 61, 48, 15, 51, 43]]"
"[261, {68: 6.295936596094772}, [68, 66, 32, 91, 49, 69, 23, 46, 89, 88]]"
"[262, {54: 4.26855147601809}, [54, 6, 32, 46, 34, 55, 21, 51, 41, 1]]"
"[263, {61: 3.6219745171035367}, [61, 47, 63, 42, 26, 39, 18, 5, 51, 8]]"
"[264, {65: 5.222553015773567}, [65, 42, 68, 21, 5, 74, 6, 61, 12, 14]]"
"[265, {49: 3.1621370606750325}, [49, 50, 62, 56, 10, 36, 82, 91, 96, 3]]"
"[266, {29: 4.965707813744008}, [29, 49, 48, 60, 28, 40, 42, 21, 55, 64]]"
"[267, {31: 6.481727043355148}, [31, 36, 56, 26, 53, 2, 28, 23, 18, 15]]"
"[268, {54: 6.451199908370603}, [54, 69, 87, 26, 31, 95, 73, 8, 39, 11]]"
"[269, {19: 3.514403971375545}, [19, 62, 48, 32, 54, 10, 53, 86, 99, 45]]"
"[270, {17: 2.123959524777218}, [17, 38, 46, 49, 54, 66, 47, 10, 81, 22]]"
"[271, {32: 4.092920140607289}, [32, 66, 28, 97, 56, 48, 40, 10, 22, 45]]"
"[272, {28: 4.272855983621042}, [28, 55, 63, 68, 10, 48, 43, 26, 65, 25]]"
"[273, {31: 6.571581553037792}, [31, 21, 42, 32, 53, 30, 68, 3, 67, 29]]"
"[274, {35: 2.200627065903407}, [35, 49, 46, 22, 38, 23, 2, 41, 8, 59]]"
"[275, {50: 4.6100469534068775}, [50, 53, 29, 36, 27, 48, 93, 72, 6, 28]]"
"[276, {14: 5.611544711978682}, [14, 34, 69, 56, 35, 73, 1, 3, 45, 24]]"
"[277, {69: 1.8166715804537088}, [69, 56, 86, 42, 22, 6, 82, 14, 76, 2]]"
"[278, {62: 7.045918770649398}, [62, 50, 35, 27, 49, 12, 19, 7, 2, 8]]"
